"","long","lat","group","year"
"313530",-122.88,40.79,"786.1",2006
"313555",-122.88,40.78,"786.1",2006
"313745",-122.89,40.76,"786.2",2006
"313762",-122.89,40.75,"786.2",2006
"313814",-123.26,40.43,"787.1",2006
"313826",-123.25,40.43,"787.1",2006
"314077",-123.25,40.43,"787.2",2006
"314204",-120.28,38.51,"788.1",2006
"314230",-120.28,38.52,"788.1",2006
"314277",-120.28,38.51,"788.2",2006
"314372",-120.27,38.52,"788.3",2006
"314393",-120.28,38.52,"788.3",2006
"314438",-120.29,38.5,"788.4",2006
"314497",-120.29,38.51,"788.5",2006
"314585",-120.29,38.5,"788.6",2006
"314606",-120.3,38.5,"788.6",2006
"314608",-120.29,38.51,"788.6",2006
"314640",-120.3,38.5,"788.7",2006
"314693",-120.27,38.52,"788.8",2006
"314752",-120.3,38.5,"788.9",2006
"314803",-120.28,38.52,"788.10",2006
"314859",-120.27,38.52,"788.11",2006
"314906",-120.28,38.52,"788.12",2006
"314947",-119.88,38.36,"789.1",2006
"314959",-119.97,38.28,"789.2",2006
"314961",-119.98,38.28,"789.2",2006
"314970",-120,38.22,"789.3",2006
"314973",-120,38.23,"789.3",2006
"314983",-119.85,38.35,"789.4",2006
"314985",-119.86,38.35,"789.4",2006
"314991",-119.85,38.35,"789.5",2006
"315001",-119.85,38.35,"789.6",2006
"315005",-120.68,38.78,"790.1",2006
"315028",-120.68,38.77,"790.1",2006
"315320",-120.69,38.77,"790.1",2006
"315615",-120.69,38.78,"790.1",2006
"315787",-120.68,38.78,"790.2",2006
"316138",-120.62,38.78,"790.3",2006
"316166",-120.61,38.78,"790.3",2006
"316313",-120.66,38.77,"790.4",2006
"316402",-120.67,38.77,"790.4",2006
"316476",-120.64,38.78,"790.5",2006
"316500",-120.64,38.77,"790.5",2006
"316613",-120.64,38.78,"790.6",2006
"316666",-120.65,38.78,"790.6",2006
"316730",-120.65,38.79,"790.6",2006
"316737",-120.64,38.79,"790.6",2006
"316748",-120.64,38.79,"790.7",2006
"316753",-120.64,38.78,"790.7",2006
"316848",-120.68,38.78,"790.8",2006
"316959",-120.63,38.74,"791.1",2006
"316963",-120.63,38.75,"791.1",2006
"316964",-120.62,38.75,"791.1",2006
"316978",-120.62,38.74,"791.1",2006
"316993",-122.81,40.85,"792.1",2006
"316999",-122.81,40.86,"792.1",2006
"317020",-122.81,40.86,"792.2",2006
"317021",-122.82,40.86,"792.2",2006
"317040",-122.82,40.85,"792.3",2006
"317057",-123.46,41.24,"793.1",2006
"317066",-123.44,41.23,"793.2",2006
"317073",-123.46,41.24,"793.3",2006
"317076",-123.47,41.24,"793.3",2006
"317080",-123.47,41.24,"793.4",2006
"317087",-123.46,41.24,"793.5",2006
"317096",-123.46,41.24,"793.6",2006
"317105",-123.45,41.23,"793.7",2006
"317113",-123.47,41.24,"793.8",2006
"317119",-124,41.86,"794.1",2006
"317148",-124,41.85,"794.1",2006
"317182",-124.01,41.85,"794.1",2006
"317215",-124.02,41.85,"794.1",2006
"317329",-124.01,41.86,"794.1",2006
"317368",-124.01,41.84,"794.2",2006
"317371",-124.02,41.84,"794.2",2006
"317383",-120.16,39.58,"795.1",2006
"317542",-120.15,39.58,"795.1",2006
"317600",-120.16,39.57,"795.1",2006
"317756",-120.3,39.48,"796.1",2006
"317762",-120.29,39.48,"796.1",2006
"317771",-120.29,39.47,"796.1",2006
"317782",-120.3,39.47,"796.1",2006
"317870",-120.28,39.48,"796.2",2006
"317904",-120.28,39.47,"796.2",2006
"317944",-120.27,39.48,"796.3",2006
"317964",-120.28,39.48,"796.3",2006
"317998",-120.28,39.49,"796.3",2006
"318024",-120.27,39.49,"796.3",2006
"318038",-120.26,39.47,"796.4",2006
"318069",-120.27,39.47,"796.4",2006
"318202",-120.29,39.49,"796.5",2006
"318206",-120.28,39.49,"796.5",2006
"318273",-120.23,39.46,"796.6",2006
"318283",-120.23,39.45,"796.6",2006
"318288",-120.24,39.45,"796.6",2006
"318289",-120.24,39.46,"796.6",2006
"318304",-120.27,39.49,"796.7",2006
"318307",-120.27,39.48,"796.7",2006
"318445",-120.23,39.45,"796.8",2006
"318463",-120.23,39.46,"796.8",2006
"318481",-120.3,39.47,"796.9",2006
"318522",-120.3,39.48,"796.10",2006
"318541",-120.3,39.47,"796.11",2006
"318558",-118.95,37.67,"797.1",2006
"318579",-118.95,37.68,"797.1",2006
"318594",-118.95,37.69,"797.1",2006
"318630",-118.96,37.69,"797.2",2006
"318642",-118.96,37.7,"797.2",2006
"318648",-118.95,37.7,"797.2",2006
"318666",-118.95,37.65,"797.3",2006
"318710",-118.96,37.65,"797.4",2006
"318756",-118.95,37.65,"797.4",2006
"318763",-118.95,37.65,"797.5",2006
"318794",-118.59,37.25,"798.1",2006
"318795",-118.59,37.24,"798.1",2006
"318797",-118.6,37.24,"798.1",2006
"318816",-118.6,37.25,"798.1",2006
"318819",-118.54,37.32,"798.2",2006
"318824",-118.53,37.33,"798.3",2006
"318828",-118.54,37.33,"798.3",2006
"318839",-121.2,40.87,"799.1",2006
"318850",-121.2,40.86,"799.1",2006
"318861",-121.21,40.86,"799.1",2006
"318872",-121.21,40.87,"799.1",2006
"318886",-121.22,40.89,"799.2",2006
"318890",-121.22,40.88,"799.2",2006
"318901",-121.23,40.88,"799.2",2006
"318910",-121.24,40.88,"799.2",2006
"318917",-121.23,40.89,"799.2",2006
"318933",-121.19,40.68,"800.1",2006
"319294",-121.18,40.67,"800.2",2006
"319349",-121.19,40.67,"800.2",2006
"319655",-121.17,40.67,"800.3",2006
"319718",-121.18,40.67,"800.3",2006
"320016",-121.17,40.66,"800.4",2006
"320075",-121.17,40.65,"800.4",2006
"320377",-120.91,40.67,"800.5",2006
"320738",-121.16,40.65,"800.6",2006
"321099",-121.09,40.65,"800.7",2006
"321206",-121.1,40.65,"800.7",2006
"321460",-120.9,40.65,"800.8",2006
"321821",-121.1,40.63,"800.9",2006
"322182",-120.9,40.63,"800.10",2006
"322543",-120.89,40.62,"800.11",2006
"322904",-121.1,40.62,"800.12",2006
"323265",-121.09,40.61,"800.13",2006
"323626",-121.08,40.6,"800.14",2006
"323987",-121.07,40.6,"800.15",2006
"324005",-121.07,40.59,"800.15",2006
"324095",-121.08,40.59,"800.15",2006
"324148",-121.08,40.6,"800.15",2006
"324348",-121.03,40.52,"800.16",2006
"324415",-121.04,40.52,"800.16",2006
"324709",-121.02,40.52,"800.17",2006
"324871",-121.03,40.52,"800.17",2006
"325070",-121,40.5,"800.18",2006
"325431",-121.05,40.44,"800.19",2006
"325444",-121.05,40.43,"800.19",2006
"325792",-121.05,40.43,"800.20",2006
"326153",-121.05,40.42,"800.21",2006
"326514",-121.01,40.41,"800.22",2006
"326702",-121.01,40.42,"800.22",2006
"326875",-121.01,40.4,"800.23",2006
"326992",-121.02,40.4,"800.23",2006
"327236",-120.99,40.4,"800.24",2006
"327323",-121,40.4,"800.24",2006
"327597",-120.98,40.41,"800.25",2006
"327958",-121,40.4,"800.26",2006
"328319",-121,40.38,"800.27",2006
"328680",-120.99,40.38,"800.28",2006
"329041",-121,40.36,"800.29",2006
"329402",-121.01,40.42,"800.30",2006
"329404",-121.02,40.42,"800.30",2006
"329763",-123.47,41.24,"801.1",2006
"329773",-123.46,41.24,"801.1",2006
"329781",-123.46,41.24,"801.2",2006
"329792",-123.56,40.69,"802.1",2006
"329793",-123.55,40.69,"802.1",2006
"329808",-123.54,40.68,"802.2",2006
"329821",-123.56,40.7,"802.3",2006
"329833",-123.53,40.68,"802.4",2006
"329845",-123.56,40.7,"802.5",2006
"329856",-123.55,40.69,"802.6",2006
"329869",-123.55,40.69,"802.7",2006
"329880",-123.54,40.68,"802.8",2006
"329892",-121.21,40.23,"803.1",2006
"329925",-121.15,40.21,"803.2",2006
"329961",-121.15,40.2,"803.2",2006
"329983",-121.19,40.23,"803.3",2006
"329990",-121.2,40.23,"803.3",2006
"330007",-121.18,40.21,"803.4",2006
"330024",-121.18,40.22,"803.5",2006
"330045",-121.18,40.22,"803.6",2006
"330053",-121.45,40.4,"804.1",2006
"330060",-121.45,40.39,"804.1",2006
"330221",-121.43,40.4,"804.2",2006
"330258",-121.42,40.4,"804.2",2006
"330309",-121.4,40.37,"804.3",2006
"330441",-121.48,40.39,"804.4",2006
"330548",-121.47,40.39,"804.5",2006
"330556",-121.48,40.39,"804.5",2006
"330588",-121.48,40.4,"804.5",2006
"330660",-121.46,40.39,"804.6",2006
"330692",-121.3,40.39,"805.1",2006
"330884",-121.33,40.36,"806.1",2006
"330899",-121.33,40.37,"806.1",2006
"330966",-121.32,40.36,"806.2",2006
"331052",-121.32,40.37,"806.2",2006
"331092",-121.35,40.36,"806.3",2006
"331173",-121.48,40.12,"807.1",2006
"331188",-121.48,40.11,"807.1",2006
"331203",-121.46,40.11,"807.2",2006
"331292",-121.45,40.03,"808.1",2006
"331379",-121.45,40.02,"808.1",2006
"331424",-121.46,40.02,"808.2",2006
"331492",-121.47,40.02,"808.3",2006
"331503",-121.46,40.02,"808.3",2006
"331565",-121.47,40.02,"808.4",2006
"331569",-121.56,40.35,"809.1",2006
"331615",-121.57,40.35,"809.1",2006
"331663",-121.63,40.36,"809.2",2006
"331676",-121.62,40.36,"809.2",2006
"331728",-121.57,40.34,"809.3",2006
"331759",-121.57,40.36,"809.4",2006
"331790",-121.56,40.36,"809.4",2006
"331791",-121.56,40.37,"809.4",2006
"331818",-121.63,40.35,"809.5",2006
"331835",-121.63,40.35,"809.6",2006
"331863",-121.57,40.34,"809.7",2006
"331890",-121.31,40.36,"810.1",2006
"331903",-121.31,40.37,"810.1",2006
"331914",-120.07,37.7,"811.1",2006
"331921",-120.08,37.7,"811.1",2006
"331944",-120.07,37.7,"811.2",2006
"331953",-120.08,37.7,"811.2",2006
"331968",-120.17,37.82,"812.1",2006
"331969",-120.16,37.82,"812.1",2006
"331975",-120.15,37.82,"812.1",2006
"331980",-120.14,37.82,"812.1",2006
"332022",-120.14,37.82,"812.2",2006
"332049",-119.92,37.97,"813.1",2006
"332214",-120.1,37.82,"813.2",2006
"332379",-120.1,37.82,"813.3",2006
"332544",-120.1,37.72,"813.4",2006
"332709",-120.15,37.81,"814.1",2006
"332720",-120.14,37.73,"815.1",2006
"332741",-120.14,37.72,"815.1",2006
"332788",-120.15,37.73,"815.1",2006
"332834",-120.11,37.69,"816.1",2006
"332842",-120.11,37.7,"816.1",2006
"332865",-120.82,39.41,"817.1",2006
"332992",-120.83,39.41,"817.1",2006
"333091",-120.83,39.41,"817.2",2006
"333170",-120.83,39.41,"817.3",2006
"333175",-120.85,39.32,"818.1",2006
"333220",-120.85,39.38,"819.1",2006
"333265",-120.85,39.37,"819.1",2006
"333271",-120.86,39.37,"819.1",2006
"333302",-120.86,39.38,"819.1",2006
"333343",-120.86,39.38,"819.2",2006
"333384",-120.86,39.38,"819.3",2006
"333409",-120.57,39.33,"820.1",2006
"333414",-120.58,39.33,"820.1",2006
"333427",-120.85,39.49,"821.1",2006
"333454",-120.91,39.54,"822.1",2006
"333472",-120.93,39.29,"823.1",2006
"333473",-120.94,39.29,"823.1",2006
"333514",-120.18,38.07,"824.1",2006
"333975",-120.18,38.06,"824.1",2006
"335515",-120.13,37.82,"825.1",2006
"335542",-120.19,37.83,"825.2",2006
"335564",-120.18,37.83,"825.3",2006
"335577",-120.19,37.83,"825.3",2006
"335589",-120.18,37.83,"825.4",2006
"335604",-120.13,37.82,"825.5",2006
"335618",-120.46,38.64,"826.1",2006
"335620",-120.45,38.64,"826.1",2006
"335629",-120.45,38.63,"826.1",2006
"335632",-120.46,38.63,"826.1",2006
"335645",-120.46,38.62,"826.1",2006
"335649",-120.47,38.62,"826.1",2006
"335656",-120.47,38.63,"826.1",2006
"335666",-120.48,38.63,"826.1",2006
"335673",-120.47,38.64,"826.1",2006
"335699",-120.49,38.63,"826.1",2006
"335707",-120.49,38.64,"826.1",2006
"335713",-120.48,38.64,"826.1",2006
"335743",-120.53,38.62,"826.2",2006
"335762",-120.53,38.61,"826.2",2006
"335855",-120.84,39.32,"827.1",2006
"335857",-120.85,39.32,"827.1",2006
"335880",-123.36,41.64,"828.1",2006
"335888",-123.35,41.64,"828.1",2006
"335911",-123.35,41.63,"828.1",2006
"335970",-123.36,41.63,"828.1",2006
"336019",-123.25,41.83,"828.2",2006
"336021",-123.26,41.83,"828.2",2006
"336032",-123.26,41.82,"828.2",2006
"336068",-123.27,41.83,"828.2",2006
"336091",-123.5,41.91,"828.3",2006
"336109",-123.49,41.91,"828.3",2006
"336113",-123.49,41.9,"828.3",2006
"336123",-123.5,41.9,"828.3",2006
"336165",-123.5,41.9,"828.4",2006
"336197",-123.51,41.9,"828.4",2006
"336231",-123.36,41.8,"828.5",2006
"336278",-123.36,41.79,"828.5",2006
"336298",-123.37,41.79,"828.5",2006
"336421",-123.38,41.82,"828.6",2006
"336423",-123.38,41.81,"828.6",2006
"336468",-123.5,41.9,"828.7",2006
"336476",-123.49,41.9,"828.7",2006
"336480",-123.49,41.89,"828.7",2006
"336496",-123.5,41.89,"828.7",2006
"336521",-123.35,41.82,"828.8",2006
"336526",-123.36,41.82,"828.8",2006
"336569",-123.37,41.77,"828.9",2006
"336630",-123.38,41.77,"828.9",2006
"336657",-123.38,41.77,"828.10",2006
"336680",-123.37,41.77,"828.10",2006
"336734",-123.38,41.78,"828.10",2006
"336758",-123.48,41.9,"828.11",2006
"336793",-123.37,41.64,"828.12",2006
"336805",-123.37,41.65,"828.12",2006
"336823",-123.33,41.78,"828.13",2006
"336837",-123.32,41.78,"828.13",2006
"336842",-123.45,41.87,"828.14",2006
"336845",-123.45,41.86,"828.14",2006
"336849",-123.46,41.87,"828.14",2006
"336860",-123.36,41.64,"829.1",2006
"336868",-123.35,41.64,"829.1",2006
"336891",-123.35,41.63,"829.1",2006
"336950",-123.36,41.63,"829.1",2006
"336999",-123.25,41.83,"829.2",2006
"337001",-123.26,41.83,"829.2",2006
"337012",-123.26,41.82,"829.2",2006
"337048",-123.27,41.83,"829.2",2006
"337071",-123.5,41.91,"829.3",2006
"337089",-123.49,41.91,"829.3",2006
"337093",-123.49,41.9,"829.3",2006
"337103",-123.5,41.9,"829.3",2006
"337145",-123.5,41.9,"829.4",2006
"337177",-123.51,41.9,"829.4",2006
"337211",-123.36,41.8,"829.5",2006
"337258",-123.36,41.79,"829.5",2006
"337278",-123.37,41.79,"829.5",2006
"337401",-123.38,41.82,"829.6",2006
"337403",-123.38,41.81,"829.6",2006
"337448",-123.5,41.9,"829.7",2006
"337456",-123.49,41.9,"829.7",2006
"337460",-123.49,41.89,"829.7",2006
"337476",-123.5,41.89,"829.7",2006
"337501",-123.35,41.82,"829.8",2006
"337506",-123.36,41.82,"829.8",2006
"337549",-123.37,41.77,"829.9",2006
"337610",-123.38,41.77,"829.9",2006
"337637",-123.38,41.77,"829.10",2006
"337660",-123.37,41.77,"829.10",2006
"337714",-123.38,41.78,"829.10",2006
"337738",-123.48,41.9,"829.11",2006
"337773",-123.37,41.64,"829.12",2006
"337785",-123.37,41.65,"829.12",2006
"337803",-123.33,41.78,"829.13",2006
"337817",-123.32,41.78,"829.13",2006
"337822",-123.45,41.87,"829.14",2006
"337825",-123.45,41.86,"829.14",2006
"337829",-123.46,41.87,"829.14",2006
"337840",-122.74,40.94,"830.1",2006
"337860",-116.68,33.7,"831.1",2006
"337862",-116.68,33.71,"831.1",2006
"337863",-116.67,33.71,"831.1",2006
"337869",-116.67,33.7,"831.1",2006
"337870",-116.66,33.7,"831.1",2006
"337880",-116.67,33.7,"831.2",2006
"337881",-116.66,33.7,"831.2",2006
"337889",-116.67,33.71,"831.2",2006
"337893",-116.68,33.71,"831.2",2006
"337894",-116.68,33.7,"831.2",2006
"337897",-116.86,34.18,"832.1",2006
"337901",-116.85,34.18,"832.1",2006
"337904",-116.85,34.17,"832.1",2006
"337908",-116.84,34.17,"832.1",2006
"337914",-116.83,34.17,"832.1",2006
"337916",-116.83,34.16,"832.1",2006
"337917",-116.84,34.16,"832.1",2006
"337921",-116.85,34.16,"832.1",2006
"337928",-116.86,34.16,"832.1",2006
"337931",-116.87,34.16,"832.1",2006
"337934",-116.86,34.17,"832.1",2006
"337938",-116.85,34.18,"832.2",2006
"337941",-116.84,34.18,"832.2",2006
"337946",-116.83,34.17,"832.2",2006
"337948",-116.84,34.17,"832.2",2006
"337957",-116.86,34.18,"832.2",2006
"337966",-116.86,34.18,"832.3",2006
"337970",-116.99,34.14,"833.1",2006
"337994",-116.99,34.13,"833.1",2006
"338021",-117,34.14,"833.1",2006
"338189",-116.99,34.15,"833.1",2006
"338412",-116.98,34.14,"833.2",2006
"338413",-116.97,34.14,"833.2",2006
"338439",-116.98,34.13,"833.2",2006
"338459",-117.23,34.27,"834.1",2006
"338460",-117.23,34.26,"834.1",2006
"338520",-117.23,34.26,"834.2",2006
"338524",-117.23,34.25,"834.2",2006
"338527",-117.24,34.25,"834.2",2006
"338535",-117.24,34.26,"834.2",2006
"338550",-117.2,34.29,"835.1",2006
"338581",-117.2,34.28,"835.1",2006
"338593",-117.19,34.28,"835.1",2006
"338626",-117.19,34.29,"835.1",2006
"338868",-116.86,34.17,"836.1",2006
"338956",-116.87,34.17,"836.1",2006
"339083",-116.88,34.17,"836.1",2006
"339184",-116.89,34.17,"836.1",2006
"339745",-116.86,34.17,"836.2",2006
"339756",-116.85,34.17,"836.2",2006
"339979",-121.64,40.09,"837.1",2006
"340039",-121.65,40.09,"837.1",2006
"340098",-121.65,40.08,"837.2",2006
"340104",-121.65,40.07,"837.2",2006
"340114",-121.66,40.07,"837.2",2006
"340126",-121.66,40.08,"837.2",2006
"340135",-122.22,40.73,"838.1",2006
"340145",-122.22,40.72,"838.1",2006
"340147",-122.23,40.72,"838.1",2006
"340153",-122.23,40.73,"838.1",2006
"340168",-122.24,40.73,"838.1",2006
"340232",-116.73,33.81,"839.1",2006
"340282",-116.74,33.81,"839.1",2006
"340424",-116.74,33.8,"839.1",2006
"340526",-116.7,33.72,"840.1",2006
"340577",-116.71,33.72,"840.1",2006
"340859",-116.7,33.74,"841.1",2006
"340899",-116.74,33.81,"842.1",2006
"340911",-116.74,33.8,"842.1",2006
"341033",-123.94,41.84,"843.1",2006
"341034",-123.95,41.84,"843.1",2006
"341042",-123.88,41.83,"843.2",2006
"341050",-124,41.85,"843.3",2006
"341060",-123.75,41.92,"843.4",2006
"341068",-123.84,41.88,"843.5",2006
"341070",-123.85,41.88,"843.5",2006
"341077",-123.84,41.69,"843.6",2006
"341083",-123.96,41.84,"843.7",2006
"341089",-123.45,41.38,"844.1",2006
"341129",-123.66,41.24,"844.2",2006
"341147",-123.47,41.38,"844.3",2006
"341163",-120.32,41.32,"845.1",2006
"341180",-120.32,41.31,"845.1",2006
"341566",-120.32,41.3,"845.1",2006
"341591",-120.33,41.3,"845.1",2006
"342376",-120.33,41.31,"845.1",2006
"343046",-120.33,41.32,"845.1",2006
"343312",-120.35,41.32,"845.2",2006
"343319",-120.35,41.31,"845.2",2006
"343334",-120.34,41.31,"845.2",2006
"343822",-120.34,41.3,"845.3",2006
"343826",-120.33,41.3,"845.3",2006
"344152",-120.34,41.3,"845.4",2006
"344357",-120.32,41.31,"845.5",2006
"344424",-120.28,41.15,"846.1",2006
"344522",-120.33,41.71,"847.1",2006
"344538",-120.3,41.56,"848.1",2006
"344632",-120.29,41.56,"848.2",2006
"344644",-120.3,41.56,"848.2",2006
"344658",-120.28,41.36,"849.1",2006
"344677",-120.29,41.36,"849.1",2006
"344771",-120.97,41.71,"850.1",2006
"344776",-120.96,41.71,"850.1",2006
"344872",-120.96,41.7,"850.1",2006
"344936",-120.97,41.7,"850.1",2006
"345279",-120.97,41.69,"850.2",2006
"345350",-120.99,41.7,"850.3",2006
"345360",-120.99,41.69,"850.3",2006
"345537",-120.96,41.69,"850.4",2006
"345542",-120.96,41.68,"850.4",2006
"345608",-120.96,41.69,"850.5",2006
"345675",-120.96,41.71,"850.6",2006
"345685",-120.95,41.71,"850.6",2006
"345778",-120.96,41.7,"850.7",2006
"345821",-120.96,41.71,"850.7",2006
"345832",-120.96,41.7,"850.8",2006
"345837",-120.96,41.69,"850.9",2006
"345842",-120.96,41.69,"850.10",2006
"345847",-120.96,41.69,"850.11",2006
"345851",-121.04,41.67,"851.1",2006
"345852",-121.04,41.66,"851.1",2006
"345888",-121.03,41.66,"851.1",2006
"345955",-121.02,41.66,"851.1",2006
"345993",-121.02,41.65,"851.1",2006
"345994",-121.03,41.65,"851.1",2006
"346022",-121.04,41.65,"851.1",2006
"346024",-121.04,41.64,"851.1",2006
"346046",-121.05,41.64,"851.1",2006
"346073",-121.05,41.65,"851.1",2006
"346122",-121.05,41.66,"851.1",2006
"346270",-121.02,41.64,"852.1",2006
"346284",-121.02,41.63,"852.1",2006
"346328",-121.03,41.63,"852.1",2006
"346331",-121.03,41.64,"852.1",2006
"346357",-121.03,41.63,"852.2",2006
"346366",-121.02,41.63,"852.2",2006
"346447",-121.01,41.62,"852.3",2006
"346451",-121.01,41.61,"852.3",2006
"346494",-121.02,41.61,"852.3",2006
"346534",-121.01,41.64,"852.4",2006
"346548",-121.01,41.63,"852.4",2006
"346603",-121.02,41.63,"852.4",2006
"346641",-121.02,41.62,"852.5",2006
"346676",-121.01,41.62,"852.5",2006
"346712",-121,41.64,"852.6",2006
"346735",-120.99,41.64,"852.6",2006
"346769",-120.99,41.63,"852.6",2006
"346781",-121,41.63,"852.6",2006
"346831",-120.98,41.65,"852.7",2006
"346868",-120.99,41.65,"852.7",2006
"346894",-121,41.62,"852.8",2006
"346904",-121,41.61,"852.8",2006
"346937",-121.01,41.61,"852.8",2006
"346938",-121.01,41.62,"852.8",2006
"346966",-121.01,41.63,"852.9",2006
"346988",-121,41.63,"852.9",2006
"346996",-121.01,41.62,"852.9",2006
"347211",-120.99,41.62,"852.10",2006
"347340",-120.98,41.72,"853.1",2006
"347406",-120.98,41.71,"853.1",2006
"347660",-120.99,41.72,"853.1",2006
"347752",-120.96,41.73,"853.2",2006
"347914",-120.96,41.72,"853.2",2006
"348249",-120.97,41.72,"853.2",2006
"348348",-120.97,41.73,"853.2",2006
"348636",-120.96,41.72,"853.3",2006
"348810",-120.96,41.71,"853.3",2006
"349309",-120.97,41.72,"853.3",2006
"349316",-120.93,41.73,"853.4",2006
"349337",-120.94,41.73,"853.4",2006
"349495",-120.97,41.72,"853.5",2006
"349575",-120.97,41.71,"853.5",2006
"349623",-120.96,41.71,"853.5",2006
"350003",-120.97,41.73,"853.6",2006
"350193",-120.99,41.72,"853.7",2006
"350281",-120.98,41.72,"853.7",2006
"350500",-120.97,41.73,"853.8",2006
"350502",-120.97,41.72,"853.8",2006
"350678",-120.94,41.74,"853.9",2006
"350679",-120.94,41.73,"853.9",2006
"350727",-120.98,41.71,"853.10",2006
"350729",-120.97,41.71,"853.10",2006
"350929",-120.94,41.73,"853.11",2006
"350990",-120.95,41.71,"853.12",2006
"351101",-120.98,41.73,"853.13",2006
"351107",-120.97,41.73,"853.13",2006
"351223",-120.95,41.71,"853.14",2006
"351226",-120.96,41.71,"853.14",2006
"351262",-120.95,41.72,"853.14",2006
"351293",-120.96,41.74,"853.15",2006
"351314",-121.06,41.43,"854.1",2006
"351315",-121.06,41.42,"854.1",2006
"351408",-118.5,36.11,"855.1",2006
"351416",-118.5,36.1,"855.1",2006
"351473",-118.51,36.1,"855.1",2006
"351519",-118.51,36.11,"855.2",2006
"351606",-118.51,36.1,"855.3",2006
"351676",-118.45,35.79,"856.1",2006
"351681",-118.44,35.79,"856.1",2006
"351703",-118.44,35.78,"856.2",2006
"351706",-118.45,35.78,"856.2",2006
"351714",-122.7,40.99,"857.1",2006
"351727",-122.69,40.99,"857.1",2006
"351741",-122.62,41,"858.1",2006
"351826",-122.62,41.01,"858.1",2006
"352008",-118.58,35.87,"859.1",2006
"352011",-118.58,35.86,"859.1",2006
"352049",-118.57,35.87,"859.1",2006
"352051",-118.57,35.86,"859.1",2006
"352072",-118.41,35.99,"860.1",2006
"352134",-118.4,35.99,"860.1",2006
"352199",-118.4,35.98,"860.1",2006
"352244",-118.39,35.99,"860.1",2006
"352354",-118.38,35.99,"860.1",2006
"352411",-118.38,35.98,"860.1",2006
"352535",-118.37,35.99,"860.1",2006
"352663",-118.37,35.98,"860.1",2006
"353082",-118.37,35.97,"860.1",2006
"353088",-118.36,35.97,"860.1",2006
"353181",-118.35,35.96,"860.1",2006
"353283",-118.35,35.95,"860.1",2006
"353472",-118.36,35.96,"860.1",2006
"354374",-118.42,35.99,"860.1",2006
"354426",-118.41,35.98,"860.1",2006
"354470",-118.42,35.98,"860.1",2006
"354737",-118.42,35.97,"860.1",2006
"354922",-118.42,35.96,"860.1",2006
"355048",-118.41,35.96,"860.1",2006
"355083",-118.41,35.95,"860.1",2006
"355249",-118.4,35.95,"860.1",2006
"355332",-118.4,35.94,"860.1",2006
"355484",-118.4,35.93,"860.1",2006
"355744",-118.39,35.93,"860.1",2006
"355831",-118.39,35.92,"860.1",2006
"355965",-118.38,35.93,"860.1",2006
"355998",-118.38,35.94,"860.1",2006
"356017",-118.39,35.94,"860.1",2006
"356162",-118.39,35.95,"860.1",2006
"356475",-118.38,35.95,"860.1",2006
"356538",-118.39,35.96,"860.1",2006
"356598",-118.38,35.96,"860.1",2006
"357083",-118.38,35.92,"860.1",2006
"357199",-118.37,35.92,"860.1",2006
"357249",-118.37,35.91,"860.1",2006
"357724",-118.4,35.92,"860.1",2006
"357851",-118.4,35.91,"860.1",2006
"359019",-118.42,35.95,"860.1",2006
"359559",-118.43,35.98,"860.1",2006
"359666",-118.44,35.98,"860.1",2006
"359784",-118.45,35.98,"860.1",2006
"359924",-118.46,35.98,"860.1",2006
"360102",-118.46,35.97,"860.1",2006
"360189",-118.47,35.97,"860.1",2006
"360220",-118.47,35.98,"860.1",2006
"360325",-118.48,35.97,"860.1",2006
"360436",-118.49,35.97,"860.1",2006
"361622",-118.36,36.03,"860.2",2006
"361716",-118.35,36.03,"860.2",2006
"361974",-118.37,36.03,"860.2",2006
"362027",-118.37,36.02,"860.2",2006
"362111",-118.37,36.01,"860.2",2006
"362128",-118.36,36.01,"860.2",2006
"362316",-118.38,36.02,"860.2",2006
"362629",-118.3,36.04,"860.3",2006
"362630",-118.29,36.04,"860.3",2006
"362714",-118.29,36.03,"860.3",2006
"362781",-118.28,36.03,"860.3",2006
"362870",-118.28,36.02,"860.3",2006
"362935",-118.27,36.03,"860.3",2006
"363443",-118.43,35.93,"860.4",2006
"363465",-118.42,35.93,"860.4",2006
"363571",-118.42,35.92,"860.4",2006
"363605",-118.41,35.92,"860.4",2006
"364007",-118.29,36.04,"860.5",2006
"364038",-118.29,36.03,"860.5",2006
"364170",-118.39,35.95,"860.6",2006
"364182",-118.37,36.01,"860.7",2006
"364195",-118.28,36.03,"861.1",2006
"364468",-118.28,36.02,"861.1",2006
"364617",-118.29,36.03,"861.2",2006
"365143",-118.3,36.03,"861.2",2006
"365238",-118.37,36.01,"861.3",2006
"365309",-118.36,36.01,"861.3",2006
"365444",-118.37,36.02,"861.3",2006
"365453",-118.29,36.03,"861.4",2006
"365489",-118.28,36.03,"861.4",2006
"365733",-118.34,36.03,"861.5",2006
"365768",-118.34,36.02,"861.5",2006
"365864",-118.3,36.04,"861.6",2006
"366077",-118.35,36.02,"861.7",2006
"366145",-118.36,36.02,"861.7",2006
"366234",-118.35,36.01,"861.8",2006
"366294",-120.25,41.46,"862.1",2006
"366295",-120.25,41.45,"862.1",2006
"366500",-120.25,41.46,"862.2",2006
"366522",-120.25,41.45,"862.2",2006
"366531",-120.26,41.45,"862.2",2006
"366566",-120.26,41.46,"862.2",2006
"366657",-120.25,41.46,"862.3",2006
