"","long","lat","group","year"
"93415",-120.11,38.11,"176.15",2006
"93448",-120.22,38.01,"176.16",2006
"93460",-120.21,38.01,"176.16",2006
"93476",-120.2,38.02,"176.17",2006
"93494",-120.18,38.06,"176.18",2006
"93498",-120.17,38.06,"176.18",2006
"93518",-120.21,38.02,"176.19",2006
"93521",-120.2,38.02,"176.19",2006
"93529",-120.17,38.06,"176.20",2006
"93549",-120.12,38.09,"176.21",2006
"93572",-120.11,38.12,"176.22",2006
"93613",-120.16,38.07,"176.23",2006
"93616",-120.15,38.07,"176.23",2006
"93623",-120.12,38.09,"176.24",2006
"93643",-120.11,38.12,"176.25",2006
"93684",-120.17,38.06,"176.26",2006
"93700",-120.12,38.09,"176.27",2006
"93706",-120.13,38.09,"176.27",2006
"93713",-120.21,38.01,"177.1",2006
"93718",-120.2,38.01,"177.1",2006
"93770",-120.2,38,"177.1",2006
"93788",-120.21,38,"177.1",2006
"93823",-120.2,37.99,"177.1",2006
"93835",-120.21,37.99,"177.1",2006
"93874",-120.22,38.01,"177.1",2006
"93898",-120.19,38.02,"177.2",2006
"93903",-120.19,38.01,"177.2",2006
"93907",-120.18,38.01,"177.2",2006
"93994",-120.2,38.02,"177.2",2006
"94005",-120.2,38.01,"177.2",2006
"94057",-120.04,38.16,"177.3",2006
"94074",-120.05,38.16,"177.3",2006
"94108",-120.05,38.17,"177.3",2006
"94114",-120.04,38.17,"177.3",2006
"94129",-120.05,38.15,"177.4",2006
"94173",-120.06,38.15,"177.4",2006
"94209",-120.07,38.15,"177.4",2006
"94237",-120.19,38.02,"177.5",2006
"94263",-120.19,38.01,"177.5",2006
"94286",-120.17,38.06,"177.6",2006
"94294",-120.17,38.05,"177.6",2006
"94299",-120.18,38.05,"177.6",2006
"94307",-120.18,38.06,"177.6",2006
"94347",-120.16,38.08,"177.7",2006
"94348",-120.16,38.07,"177.7",2006
"94382",-120.16,38.06,"177.8",2006
"94438",-120.14,38.07,"177.9",2006
"94453",-120.15,38.07,"177.9",2006
"94464",-120.15,38.07,"177.10",2006
"94483",-120.17,38.06,"177.11",2006
"94485",-120.18,38.06,"177.11",2006
"94516",-120.16,38.07,"177.12",2006
"94544",-119.09,34.84,"178.1",2006
"94554",-119.1,34.84,"178.1",2006
"94555",-119.1,34.83,"178.1",2006
"94583",-119.21,34.86,"178.2",2006
"94597",-119.82,34.54,"179.1",2006
"94600",-119.81,34.54,"179.1",2006
"94634",-119.36,34.42,"180.1",2006
"94644",-119.35,34.43,"180.1",2006
"94646",-119.35,34.42,"180.1",2006
"94651",-119.27,34.52,"180.2",2006
"94663",-119.28,34.52,"180.2",2006
"94667",-119.28,34.51,"180.2",2006
"94682",-123.58,40.5,"181.1",2006
"94692",-123.58,40.49,"181.1",2006
"94696",-123.57,40.49,"181.1",2006
"94711",-123.56,40.49,"181.1",2006
"94725",-123.55,40.49,"181.1",2006
"94742",-123.55,40.48,"181.1",2006
"94771",-123.54,40.48,"181.1",2006
"94884",-123.59,40.5,"181.1",2006
"94897",-123.43,40.33,"181.2",2006
"94899",-123.44,40.33,"181.2",2006
"94939",-123.43,40.32,"181.2",2006
"94958",-123.42,40.32,"181.2",2006
"95069",-123.44,40.34,"181.2",2006
"95124",-123.58,40.5,"182.1",2006
"95134",-123.58,40.49,"182.1",2006
"95138",-123.57,40.49,"182.1",2006
"95153",-123.56,40.49,"182.1",2006
"95167",-123.55,40.49,"182.1",2006
"95184",-123.55,40.48,"182.1",2006
"95213",-123.54,40.48,"182.1",2006
"95326",-123.59,40.5,"182.1",2006
"95339",-123.43,40.33,"182.2",2006
"95341",-123.44,40.33,"182.2",2006
"95381",-123.43,40.32,"182.2",2006
"95400",-123.42,40.32,"182.2",2006
"95511",-123.44,40.34,"182.2",2006
"95566",-122.33,41.36,"183.1",2006
"95592",-122.33,41.35,"183.1",2006
"95609",-122.27,41.34,"183.2",2006
"95610",-122.27,41.33,"183.2",2006
"95738",-122.26,41.33,"183.2",2006
"96014",-122.25,41.33,"183.2",2006
"96655",-122.28,41.28,"183.3",2006
"96662",-122.28,41.29,"183.3",2006
"96679",-122.28,41.29,"183.4",2006
"96709",-122.27,41.29,"183.5",2006
"96712",-122.28,41.29,"183.5",2006
"96723",-122.26,41.33,"183.6",2006
"96727",-122.26,41.33,"183.7",2006
"96731",-122.25,41.33,"183.8",2006
"96737",-122.25,41.33,"183.9",2006
"96743",-122.26,41.33,"183.10",2006
"96753",-122.28,41.29,"183.11",2006
"96757",-122.26,41.33,"183.12",2006
"96761",-122.26,41.33,"183.13",2006
"96766",-122.26,41.33,"183.14",2006
"96772",-122.25,41.33,"183.15",2006
"96776",-122.26,41.33,"183.16",2006
"96780",-122.26,41.33,"183.17",2006
"96786",-122.27,41.34,"183.18",2006
"96790",-122.25,41.33,"183.19",2006
"96795",-122.26,41.33,"183.20",2006
"96800",-122.26,41.33,"183.21",2006
"96804",-122.26,41.33,"183.22",2006
"96808",-122.26,41.33,"183.23",2006
"96812",-120.17,37.82,"184.1",2006
"96813",-120.16,37.82,"184.1",2006
"96819",-120.15,37.82,"184.1",2006
"96824",-120.14,37.82,"184.1",2006
"96866",-120.14,37.82,"184.2",2006
"96893",-120.12,37.81,"184.3",2006
"96910",-119.97,38.19,"185.1",2006
"96922",-119.97,38.18,"185.1",2006
"96926",-119.96,38.18,"185.1",2006
"97022",-119.95,38.18,"185.1",2006
"97552",-119.98,38.18,"185.1",2006
"97766",-119.99,38.18,"185.1",2006
"97871",-120,38.18,"185.1",2006
"97939",-120.01,38.18,"185.1",2006
"97996",-120.02,38.18,"185.1",2006
"98046",-120.02,38.17,"185.1",2006
"98073",-120.03,38.17,"185.1",2006
"98158",-120.04,38.17,"185.1",2006
"98953",-119.96,38.23,"185.2",2006
"99008",-119.97,38.23,"185.2",2006
"99217",-119.97,38.22,"185.2",2006
"99301",-119.98,38.22,"185.2",2006
"99392",-119.99,38.22,"185.2",2006
"99397",-119.99,38.21,"185.2",2006
"99468",-120,38.21,"185.2",2006
"99571",-120.01,38.21,"185.2",2006
"99756",-120.02,38.21,"185.2",2006
"100667",-119.95,38.23,"185.2",2006
"100712",-119.95,38.24,"185.2",2006
"100876",-119.94,38.24,"185.2",2006
"101342",-120.07,38.21,"185.3",2006
"101356",-120.08,38.21,"185.3",2006
"101429",-120.08,38.2,"185.3",2006
"101703",-120.09,38.2,"185.3",2006
"101827",-120.1,38.2,"185.3",2006
"101960",-120.1,38.19,"185.3",2006
"101965",-120.11,38.19,"185.3",2006
"102047",-120.12,38.19,"185.3",2006
"102082",-120.12,38.2,"185.3",2006
"102459",-120.11,38.2,"185.3",2006
"102870",-120,38.27,"186.1",2006
"102929",-119.99,38.27,"186.2",2006
"102934",-119.99,38.26,"186.2",2006
"102949",-120,38.26,"186.2",2006
"102988",-120,38.27,"186.2",2006
"102999",-120,38.27,"186.3",2006
"103003",-120,38.26,"186.3",2006
"103021",-120.01,38.26,"186.3",2006
"103038",-120.01,38.27,"186.3",2006
"103044",-120.02,38.16,"186.4",2006
"103066",-120.03,38.16,"186.4",2006
"103098",-120.02,38.17,"186.4",2006
"103145",-119.99,38.28,"186.5",2006
"103217",-120,38.16,"186.6",2006
"103238",-120.01,38.16,"186.6",2006
"103294",-120.01,38.16,"186.7",2006
"103331",-120.05,38.19,"186.8",2006
"103368",-120.04,38.19,"186.8",2006
"103410",-119.99,38.26,"186.9",2006
"103415",-120,38.26,"186.9",2006
"103442",-119.98,38.28,"186.10",2006
"103453",-119.99,38.28,"186.10",2006
"103463",-120.02,38.2,"186.11",2006
"103485",-120.04,38.19,"186.12",2006
"103491",-120.04,38.2,"186.12",2006
"103506",-119.88,38.36,"187.1",2006
"103518",-119.97,38.28,"187.2",2006
"103520",-119.98,38.28,"187.2",2006
"103529",-120,38.22,"187.3",2006
"103532",-120,38.23,"187.3",2006
"103542",-119.85,38.35,"187.4",2006
"103544",-119.86,38.35,"187.4",2006
"103550",-119.85,38.35,"187.5",2006
"103560",-119.85,38.35,"187.6",2006
"103564",-122.01,41.66,"188.1",2006
"103570",-122,41.66,"188.1",2006
"103580",-122,41.65,"188.1",2006
"103598",-122.01,41.65,"188.1",2006
"103620",-120.77,38.86,"189.1",2006
"103633",-120.77,38.85,"189.1",2006
"103686",-120.78,38.85,"189.1",2006
"103736",-120.78,38.86,"189.1",2006
"103755",-120.77,38.87,"189.2",2006
"103780",-120.78,38.87,"189.2",2006
"103798",-120.76,38.85,"189.3",2006
"103810",-120.77,38.85,"189.3",2006
"103834",-120.76,38.84,"189.4",2006
"103837",-120.75,38.84,"189.4",2006
"103862",-120.75,38.83,"189.4",2006
"103868",-120.76,38.83,"189.4",2006
"103898",-120.75,38.85,"189.5",2006
"103911",-120.76,38.85,"189.5",2006
"103966",-120.76,38.86,"189.6",2006
"103967",-120.76,38.85,"189.6",2006
"103982",-120.75,38.85,"189.6",2006
"104037",-120.76,38.86,"189.7",2006
"104069",-120.75,38.87,"189.8",2006
"104077",-120.75,38.86,"189.8",2006
"104102",-120.77,38.85,"189.9",2006
"104105",-120.76,38.85,"189.9",2006
"104112",-120.76,38.84,"189.9",2006
"104116",-120.77,38.84,"189.9",2006
"104129",-122.92,40.8,"190.1",2006
"104169",-122.92,40.79,"190.1",2006
"104209",-122.91,40.79,"190.1",2006
"104247",-122.91,40.78,"190.1",2006
"104310",-122.9,40.78,"190.1",2006
"104312",-122.9,40.77,"190.1",2006
"104337",-122.91,40.77,"190.1",2006
"104390",-122.9,40.76,"190.1",2006
"104547",-122.9,40.75,"190.1",2006
"104636",-122.91,40.75,"190.1",2006
"105353",-122.91,40.76,"190.2",2006
"105356",-122.9,40.76,"190.2",2006
"105501",-122.9,40.75,"190.2",2006
"105577",-122.91,40.75,"190.2",2006
"105913",-122.91,40.77,"190.2",2006
"105978",-122.91,40.78,"190.2",2006
"106043",-122.91,40.79,"190.2",2006
"106061",-122.92,40.79,"190.2",2006
"106333",-122.9,40.76,"190.3",2006
"106340",-122.9,40.76,"190.4",2006
"106346",-122.9,40.76,"190.5",2006
"106351",-122.9,40.76,"190.6",2006
"106355",-123.51,41.35,"191.1",2006
"106365",-123.51,41.34,"191.1",2006
"106412",-123.53,41.35,"191.2",2006
"106428",-123.52,41.35,"191.2",2006
"106451",-123.51,41.34,"191.3",2006
"106452",-123.52,41.34,"191.3",2006
"106487",-123.54,41.36,"191.4",2006
"106510",-123.5,41.37,"191.5",2006
"106516",-123.5,41.36,"191.5",2006
"106525",-123.53,41.35,"191.6",2006
"106530",-120.77,39.04,"192.1",2006
"106764",-120.76,39.04,"192.1",2006
"106981",-120.76,39.03,"192.1",2006
"107039",-120.77,39.03,"192.1",2006
"107205",-120.77,39.03,"192.2",2006
"107291",-120.78,39.03,"192.2",2006
"107577",-120.77,39.03,"192.3",2006
"107776",-120.78,39.03,"192.4",2006
"107781",-120.77,39.04,"192.5",2006
"107786",-120.77,39.04,"192.6",2006
"107791",-120.77,39.04,"192.7",2006
"107797",-123.52,40.45,"193.1",2006
"107870",-118.59,35.84,"194.1",2006
"107882",-118.58,35.84,"194.1",2006
"107981",-118.58,35.83,"194.1",2006
"108064",-118.62,35.85,"194.2",2006
"108088",-118.63,35.85,"194.2",2006
"108095",-118.63,35.84,"194.2",2006
"108162",-118.65,35.83,"194.3",2006
"108188",-118.64,35.83,"194.3",2006
"108215",-118.64,35.82,"194.3",2006
"108282",-118.66,35.83,"194.3",2006
"108337",-118.58,35.81,"194.4",2006
"108355",-118.58,35.82,"194.4",2006
"108399",-118.61,35.84,"194.5",2006
"108416",-118.62,35.84,"194.5",2006
"108514",-118.58,35.8,"194.6",2006
"108516",-118.59,35.8,"194.6",2006
"108521",-118.59,35.81,"194.6",2006
"108546",-120.47,39.67,"195.1",2006
"108551",-120.46,39.67,"195.1",2006
"108554",-120.46,39.66,"195.1",2006
"108559",-123.49,40.41,"196.1",2006
"108568",-123.49,40.42,"196.1",2006
"108570",-123.5,40.42,"196.1",2006
"108588",-123.51,40.45,"196.2",2006
"108633",-123.51,40.44,"196.2",2006
"108816",-123.42,40.31,"196.3",2006
"109229",-123.42,40.31,"196.4",2006
"109235",-123.49,40.41,"197.1",2006
"109244",-123.49,40.42,"197.1",2006
"109246",-123.5,40.42,"197.1",2006
"109264",-123.51,40.45,"197.2",2006
"109309",-123.51,40.44,"197.2",2006
"109492",-123.42,40.31,"197.3",2006
"109905",-123.42,40.31,"197.4",2006
"109911",-122.95,39.31,"198.1",2006
"110014",-122.94,39.31,"198.1",2006
"110381",-122.96,39.31,"198.1",2006
"110523",-122.97,39.31,"198.2",2006
"110530",-122.96,39.31,"198.2",2006
"110588",-122.96,39.3,"198.2",2006
"111106",-122.96,39.29,"198.2",2006
"111146",-122.97,39.29,"198.2",2006
"111192",-122.97,39.3,"198.2",2006
"111409",-122.77,39.13,"198.3",2006
"111431",-122.77,39.12,"198.3",2006
"111609",-122.78,39.12,"198.3",2006
"111617",-122.78,39.13,"198.3",2006
"111624",-122.75,39.1,"198.4",2006
"111710",-122.75,39.09,"198.4",2006
"111780",-122.76,39.09,"198.4",2006
"111854",-122.76,39.1,"198.4",2006
"111960",-122.75,39.09,"198.5",2006
"112259",-122.74,39.1,"198.6",2006
"112372",-122.75,39.1,"198.6",2006
"112620",-122.96,39.31,"198.7",2006
"112797",-122.97,39.31,"198.7",2006
"112892",-122.96,39.31,"198.8",2006
"113114",-122.97,39.31,"198.8",2006
"113282",-122.96,39.31,"198.9",2006
"113509",-122.76,39.11,"198.10",2006
"113537",-122.75,39.11,"198.10",2006
"113839",-122.76,39.1,"198.11",2006
"114039",-122.75,39.1,"198.12",2006
"114178",-122.76,39.1,"198.12",2006
"114306",-122.75,39.1,"198.13",2006
"114321",-122.75,39.09,"198.13",2006
"114438",-121.1,39.4,"199.1",2006
"115099",-121.09,39.4,"199.1",2006
"117102",-121.12,39.42,"199.2",2006
"117105",-121.12,39.41,"199.2",2006
"117109",-121.13,39.41,"199.2",2006
"117128",-121.09,39.4,"199.3",2006
"117331",-121.09,39.39,"199.3",2006
"118576",-121.1,39.39,"199.3",2006
"119045",-121.1,39.4,"199.3",2006
"119487",-121.09,39.4,"199.4",2006
"119527",-121.09,39.39,"199.4",2006
"119695",-121.1,39.4,"199.5",2006
"119699",-121.04,40.4,"200.1",2006
"119761",-121.05,40.4,"200.1",2006
"119766",-121.05,40.39,"200.1",2006
"119776",-121.05,40.38,"200.1",2006
"119781",-121.06,40.38,"200.1",2006
"119797",-121.06,40.39,"200.1",2006
"119854",-121.07,40.41,"200.2",2006
"119862",-121.06,40.41,"200.2",2006
"119910",-121.08,40.41,"200.2",2006
"119941",-121.08,40.4,"200.2",2006
"119942",-121.09,40.41,"200.2",2006
"119977",-121.09,40.4,"200.3",2006
"119983",-121.1,40.4,"200.3",2006
"119990",-121.1,40.39,"200.3",2006
"120007",-121.11,40.39,"200.3",2006
"120062",-121.06,40.39,"200.4",2006
"120128",-121.07,40.41,"200.5",2006
"120133",-121.06,40.41,"200.5",2006
"120161",-120.07,37.7,"201.1",2006
"120168",-120.08,37.7,"201.1",2006
"120191",-120.07,37.7,"201.2",2006
"120200",-120.08,37.7,"201.2",2006
"120215",-120,38.24,"202.1",2006
"120241",-120.01,38.17,"202.2",2006
"120272",-120.02,38.18,"202.3",2006
"120311",-120.06,38.18,"202.4",2006
"120356",-120.04,38.17,"202.5",2006
"120360",-120.04,38.16,"202.5",2006
"120397",-120.03,38.19,"202.6",2006
"120398",-120.04,38.19,"202.6",2006
"120431",-120.03,38.19,"202.7",2006
"120461",-120.04,38.19,"202.7",2006
"120473",-120.04,38.17,"202.8",2006
"120514",-120.03,38.2,"202.9",2006
"120522",-120.02,38.2,"202.9",2006
"120539",-120.01,38.18,"202.10",2006
"120556",-120,38.18,"202.11",2006
"120572",-120,38.2,"202.12",2006
"120579",-120.15,37.81,"203.1",2006
"120590",-120.14,37.73,"204.1",2006
"120627",-120.15,37.73,"204.1",2006
"120645",-120.11,37.69,"205.1",2006
"120653",-120.11,37.7,"205.1",2006
"120676",-123.5,41.52,"206.1",2006
"120709",-123.49,41.52,"206.1",2006
"121024",-123.5,41.53,"206.1",2006
"121051",-123.5,41.55,"206.2",2006
"121087",-123.49,41.55,"206.2",2006
"121156",-123.49,41.54,"206.2",2006
"121253",-123.5,41.54,"206.2",2006
"121588",-123.49,41.53,"206.3",2006
"121685",-123.49,41.52,"206.3",2006
"122009",-123.5,41.54,"206.4",2006
"122017",-123.49,41.54,"206.4",2006
"122266",-123.49,41.53,"206.5",2006
"122501",-123.5,41.52,"206.6",2006
"122610",-123.49,41.52,"206.7",2006
"122806",-123.46,41.54,"206.8",2006
"122991",-123.46,41.54,"206.9",2006
"123002",-123.45,41.54,"206.9",2006
"123109",-123.44,41.55,"206.10",2006
"123139",-123.43,41.55,"206.10",2006
"123171",-123.44,41.54,"206.10",2006
"123251",-123.51,41.55,"206.11",2006
"123281",-123.51,41.54,"206.11",2006
"123467",-123.5,41.55,"206.12",2006
"123538",-123.5,41.54,"206.12",2006
"123636",-123.47,41.54,"206.13",2006
"123789",-123.49,41.54,"206.14",2006
"123799",-123.49,41.53,"206.14",2006
"123867",-123.5,41.54,"206.15",2006
"123995",-123.44,41.55,"206.16",2006
"124003",-123.44,41.54,"206.16",2006
"124029",-123.45,41.54,"206.16",2006
"124140",-123.45,41.55,"206.16",2006
"124155",-123.49,41.54,"206.17",2006
"124262",-119.31,37.06,"207.1",2006
"124279",-119.3,37.06,"207.1",2006
"124343",-119.3,37.05,"207.1",2006
"124381",-119.31,37.05,"207.1",2006
"124411",-119.3,37.04,"207.1",2006
"124426",-119.31,37.04,"207.1",2006
"124511",-119.28,37.06,"207.2",2006
"124514",-119.28,37.05,"207.2",2006
"124544",-119.29,37.05,"207.2",2006
"124576",-119.3,37.05,"207.2",2006
"124605",-119.29,37.06,"207.2",2006
"124624",-119.28,37.08,"207.3",2006
"124625",-119.28,37.07,"207.3",2006
"124633",-119.28,37.06,"207.3",2006
"124634",-119.29,37.06,"207.3",2006
"124643",-119.29,37.07,"207.3",2006
"124651",-119.29,37.08,"207.3",2006
"124653",-119.3,37.07,"207.4",2006
"124655",-119.29,37.07,"207.4",2006
"124662",-119.29,37.06,"207.4",2006
"124669",-119.3,37.06,"207.4",2006
"124780",-119.29,37.06,"207.5",2006
"124816",-119.29,37.05,"207.5",2006
"124847",-120.27,38.87,"208.1",2006
"124898",-120.27,38.86,"208.1",2006
"124900",-120.28,38.86,"208.1",2006
"124948",-120.29,38.86,"208.1",2006
"124975",-120.28,38.87,"208.1",2006
"125059",-120.27,38.88,"208.1",2006
"125070",-120.31,38.85,"208.2",2006
"125096",-120.3,38.85,"208.2",2006
"125167",-120.32,38.85,"208.2",2006
"125202",-120.29,38.81,"208.3",2006
"125213",-120.3,38.81,"208.3",2006
"125253",-120.3,38.82,"208.4",2006
"125265",-120.31,38.82,"208.4",2006
"125319",-120.29,38.87,"208.5",2006
"125334",-120.29,38.86,"208.5",2006
"125368",-120.38,38.82,"208.6",2006
"125415",-120.3,38.85,"208.7",2006
"125466",-120.32,38.8,"208.8",2006
"125472",-120.32,38.81,"208.8",2006
"125476",-120.37,38.83,"208.9",2006
"125492",-120.38,38.83,"208.9",2006
"125585",-120.31,38.82,"208.10",2006
"125589",-120.31,38.81,"208.10",2006
"125628",-120.3,38.82,"208.11",2006
"125633",-120.29,38.82,"208.11",2006
"125637",-120.3,38.81,"208.11",2006
"125643",-120.29,38.81,"208.11",2006
"125689",-120.31,38.81,"208.12",2006
"125736",-120.29,38.84,"208.13",2006
"125741",-120.29,38.83,"208.13",2006
"125774",-120.33,38.81,"208.14",2006
"125796",-120.3,38.82,"208.15",2006
"125806",-120.3,38.81,"208.15",2006
"125842",-120.28,38.86,"208.16",2006
"125862",-120.29,38.86,"208.16",2006
"125917",-120.29,38.84,"208.17",2006
"125937",-120.3,38.84,"208.17",2006
"125965",-120.27,38.86,"208.18",2006
"125981",-120.28,38.86,"208.18",2006
"126011",-120.3,38.87,"208.19",2006
"126058",-120.37,38.83,"208.20",2006
"126067",-120.37,38.82,"208.20",2006
"126093",-120.29,38.84,"208.21",2006
"126114",-120.3,38.84,"208.21",2006
"126144",-120.37,38.83,"208.22",2006
"126192",-120.3,38.85,"208.23",2006
"126204",-120.3,38.84,"208.23",2006
"126242",-120.38,38.83,"208.24",2006
"126270",-120.3,38.84,"208.25",2006
"126304",-120.3,38.85,"208.26",2006
"126311",-120.31,38.85,"208.26",2006
"126352",-120.3,38.82,"208.27",2006
"126374",-120.27,38.86,"208.28",2006
"126400",-120.29,38.84,"208.29",2006
"126409",-120.28,38.84,"208.29",2006
"126462",-120.3,38.81,"208.30",2006
"126466",-120.29,38.81,"208.30",2006
"126487",-120.31,38.88,"208.31",2006
"126491",-120.31,38.87,"208.31",2006
"126531",-120.31,38.81,"208.32",2006
"126546",-120.3,38.82,"208.33",2006
"126567",-120.29,38.84,"208.34",2006
"126597",-120.31,38.81,"208.35",2006
"126617",-120.27,38.87,"208.36",2006
"126635",-120.3,38.81,"208.37",2006
"126647",-120.28,38.87,"208.38",2006
"126653",-120.27,38.87,"208.38",2006
"126659",-120.29,38.84,"208.39",2006
"126675",-120.32,38.8,"208.40",2006
"126680",-116.66,33.1,"209.1",2006
"126687",-116.67,33.1,"209.1",2006
"126733",-116.87,33.34,"209.2",2006
"126738",-116.88,33.34,"209.2",2006
"126758",-116.87,33.35,"209.2",2006
"126774",-121.06,40.43,"210.1",2006
"126793",-121.05,40.43,"210.1",2006
"126795",-121.05,40.42,"210.1",2006
"126802",-121.05,40.41,"210.1",2006
"126804",-121.04,40.41,"210.1",2006
"126879",-121.03,40.41,"210.1",2006
"126890",-121.03,40.4,"210.1",2006
"126969",-121.02,40.4,"210.1",2006
"127077",-121.02,40.39,"210.1",2006
"127114",-121.03,40.39,"210.1",2006
"127193",-121.04,40.4,"210.1",2006
"127516",-121.06,40.42,"210.1",2006
"127707",-121.07,40.43,"210.1",2006
"127762",-121.06,40.44,"210.1",2006
"127766",-121.08,40.47,"210.2",2006
"127770",-121.07,40.47,"210.2",2006
"127772",-121.07,40.46,"210.2",2006
"127792",-121.07,40.45,"210.2",2006
"127814",-121.07,40.44,"210.2",2006
"127945",-121.08,40.46,"210.2",2006
"128007",-121.06,40.42,"210.3",2006
"128031",-121.05,40.42,"210.3",2006
"128051",-121.05,40.41,"210.3",2006
"128069",-121.06,40.41,"210.3",2006
"128174",-121.06,40.43,"210.4",2006
"128205",-123.59,40.89,"211.1",2006
"128212",-123.58,40.89,"211.1",2006
"128267",-123.59,40.89,"212.1",2006
"128274",-123.58,40.89,"212.1",2006
"128329",-122.73,40.94,"213.1",2006
"128330",-122.74,40.94,"213.1",2006
"128345",-122.73,40.93,"213.2",2006
"128366",-122.73,40.93,"213.3",2006
"128389",-122.96,40.75,"214.1",2006
"128409",-122.97,40.75,"214.1",2006
"128423",-122.97,40.74,"214.2",2006
"128806",-122.97,40.75,"214.3",2006
"129088",-122.97,40.74,"214.4",2006
"129400",-122.96,40.74,"214.5",2006
"129614",-122.97,40.75,"214.6",2006
"129659",-122.97,40.74,"214.6",2006
"129714",-122.98,40.74,"214.7",2006
"129731",-122.97,40.74,"214.8",2006
"129838",-122.97,40.74,"214.9",2006
"129982",-122.97,40.74,"214.10",2006
"129986",-121.07,40.57,"215.1",2006
"130228",-121.07,40.56,"215.1",2006
"130331",-121.06,40.56,"215.1",2006
"130942",-121.06,40.55,"215.1",2006
"131400",-121.08,40.57,"215.1",2006
"131597",-119.01,37.79,"216.1",2006
"131656",-119.02,37.79,"216.1",2006
"131734",-119.01,37.79,"216.2",2006
"131743",-119.02,37.79,"216.2",2006
"131750",-119.01,37.79,"216.3",2006
"131757",-119.01,37.79,"216.4",2006
"131758",-119.02,37.79,"216.4",2006
"131764",-119.01,37.79,"216.5",2006
"131770",-119.01,37.79,"216.6",2006
"131776",-119.01,37.79,"216.7",2006
"131783",-119.01,37.79,"216.8",2006
"131787",-119.01,37.79,"216.9",2006
"131789",-119.02,37.79,"216.9",2006
"131792",-119.01,37.79,"216.10",2006
"131799",-119.01,37.79,"216.11",2006
"131803",-119.01,37.79,"216.12",2006
"131807",-119.01,37.79,"216.13",2006
"131812",-119.02,37.79,"216.14",2006
"131816",-117.31,34.26,"217.1",2006
"131833",-117.31,34.25,"217.1",2006
"131862",-117.32,34.25,"217.1",2006
"131873",-117.32,34.26,"217.1",2006
"131893",-116.96,34.09,"218.1",2006
"131894",-116.95,34.09,"218.1",2006
"131903",-116.87,34.23,"219.1",2006
"132055",-116.88,34.23,"219.1",2006
"132073",-116.88,34.24,"219.1",2006
"132085",-116.87,34.24,"219.1",2006
"132098",-116.89,34.24,"220.1",2006
"132117",-116.89,34.23,"220.1",2006
"132162",-116.9,34.23,"220.1",2006
"132258",-116.9,34.24,"220.1",2006
"132332",-116.91,34.23,"220.1",2006
"132339",-116.91,34.24,"220.1",2006
"132399",-116.9,34.23,"220.2",2006
"132403",-117.03,34.24,"221.1",2006
"132454",-117,34.25,"221.2",2006
"132463",-117.01,34.25,"221.2",2006
"132480",-117.03,34.24,"221.3",2006
"132537",-117.02,34.25,"221.4",2006
"132543",-117.03,34.25,"221.4",2006
"132554",-117.03,34.23,"221.5",2006
"132567",-117.03,34.24,"221.5",2006
"132592",-117.03,34.25,"221.6",2006
"132598",-117.03,34.24,"221.6",2006
"132609",-117.03,34.24,"221.7",2006
"132625",-117.01,34.25,"221.8",2006
"132639",-117.01,34.25,"221.9",2006
"132654",-117.02,34.25,"221.10",2006
"132671",-117.02,34.25,"221.11",2006
"132684",-122.11,41.64,"222.1",2006
"132692",-122.11,41.63,"222.1",2006
"132710",-122.1,41.63,"222.1",2006
"132735",-122.1,41.62,"222.1",2006
"132804",-122.11,41.62,"222.1",2006
"132859",-122.12,41.62,"222.1",2006
"132899",-122.12,41.61,"222.1",2006
"132934",-122.13,41.62,"222.1",2006
"132970",-122.14,41.62,"222.1",2006
"133013",-122.13,41.63,"222.1",2006
"133062",-122.13,41.64,"222.1",2006
"133069",-122.12,41.64,"222.1",2006
"133102",-122.1,41.66,"222.2",2006
"133106",-122.1,41.65,"222.2",2006
"133120",-122.11,41.65,"222.2",2006
"133133",-122.11,41.66,"222.2",2006
"133154",-122.12,41.61,"222.3",2006
"133181",-122.11,41.61,"222.3",2006
"133199",-122.11,41.6,"222.3",2006
"133222",-122.12,41.6,"222.3",2006
"133292",-122.11,41.65,"222.4",2006
"133321",-122.11,41.64,"222.4",2006
"133353",-122.12,41.65,"222.4",2006
"133403",-122.12,41.64,"222.5",2006
"133405",-122.11,41.64,"222.5",2006
"133407",-122.11,41.65,"222.5",2006
"133410",-122.12,41.65,"222.5",2006
"133509",-122.1,41.64,"222.5",2006
"133517",-122.1,41.65,"222.5",2006
"133671",-122.1,41.65,"222.6",2006
"133678",-122.09,41.65,"222.6",2006
"133683",-122.09,41.66,"222.6",2006
"133769",-122.1,41.66,"222.6",2006
"133780",-122.12,41.63,"222.7",2006
"133811",-122.12,41.62,"222.7",2006
"133832",-121.84,41.65,"223.1",2006
"133844",-121.83,41.65,"223.1",2006
"133850",-121.83,41.64,"223.1",2006
"133856",-121.84,41.64,"223.1",2006
"133896",-121.87,41.62,"224.1",2006
"133901",-121.87,41.61,"224.1",2006
"133969",-121.87,41.6,"224.1",2006
"133998",-121.88,41.6,"224.1",2006
"134078",-121.88,41.61,"224.1",2006
"134158",-121.88,41.62,"224.1",2006
"134179",-121.87,41.61,"224.2",2006
"134186",-121.87,41.6,"224.2",2006
"134221",-121.87,41.62,"224.3",2006
"134274",-122.9,40.8,"225.1",2006
"134330",-122.9,40.79,"225.1",2006
"134349",-122.89,40.79,"225.1",2006
